V1	V2
1	4.61177704387554	-0.699581978992003
2	6.86773001457986	11.327406307469
3	-4.93496105597803	11.165429197605
4	8.98981844570869	6.91637172380878
5	9.90263714748084	7.3114992207322
6	3.50067029785513	10.9048120125641
7	3.45707591654067	-1.40200363508905
8	-2.15661257234099	12.5910542282284
9	10.2822873865742	0.380698239958358
10	4.97923137821734	-0.832090885370504
11	10.4265345099896	1.43561627483254
12	10.4478701480697	-0.132922706946859
13	5.00021561373326	-0.481926014161131
14	5.62729671380133	-1.91680988798105
15	6.78486320101896	0.642971713105834
16	14.5419463639242	-3.72882200960373
17	9.82459345785752	2.13143775319649
18	-1.48182694284657	11.5488922256703
19	-0.238524759910105	3.99261840759503
20	5.4293473802785	0.458677110092074
21	6.69607602082362	2.68545692266454
22	0.698447308144181	-1.13321494602193
23	4.72644628496926	-1.68546960974167
24	-6.92467953446717	-11.3964918781121
25	-7.41787349667388	-10.2277733487288
26	10.4418774570355	-0.0700083230738644
27	5.29790736371248	2.238234456418
28	8.9566283464597	5.58415913197738
29	-4.39301205481713	11.8852507650651
30	2.41635779862819	-0.491962472196125
31	0.83886130896887	-1.02983743261601
32	-3.13817403214024	11.7725256707273
33	2.92911904344227	10.4332947706513
34	10.0560072697654	1.24698395989199
35	-3.22120706014991	10.9768771374245
36	5.12670066147203	3.0588709857373
37	10.3935765783813	1.58002417459785
38	8.29840363866331	6.95853349723076
39	-5.70290344307525	12.8511795014485
40	-3.52375920863968	12.8014035738605
41	-3.7069719984355	11.907772615199
42	-5.62154908628026	11.4779889385814
43	-2.89719540711587	14.1599294468235
44	-4.03730760041307	13.9128169998484
45	2.28020808845727	0.166427401210724
46	3.4371731762527	10.9708190457443
47	5.97834298616131	1.22349910565643
48	3.80666007160878	1.69048866878317
49	-4.5350155762473	10.3389987250855
50	4.19769147868774	0.230012663344798
51	5.65933035098103	1.40538780940219
52	-9.47569949086081	-12.3681043778227
53	1.00353566901655	2.32654567450902
54	-8.01365779009828	-10.8027584557565
55	3.98554296684253	1.93323464121652
56	-9.78937850286061	-12.4891658565506
57	-8.24202113969602	-11.4502284983041
58	-8.39960506887434	-12.966981377406
59	10.5952157407321	-0.249538099203219
60	1.4170882281199	-0.6420764389188
61	6.45821227526346	1.26934467375372
62	-2.60399561185389	11.2896446254829
63	4.95555088722307	1.1526562557609
64	5.16711933047341	0.0067947330384634
65	13.7363824051671	-2.61953707189537
66	4.52356102620923	1.81760774876829
67	5.83676064335077	0.552795223987743
68	-9.54871027874463	-11.2788153508013
69	-5.71277388157057	10.1682109039224
70	-7.51023895032026	-13.6803858775592
71	5.33946961094123	-0.657728020804704
72	-8.92189816300243	-12.3018732500266
73	-3.58281447991698	11.8390792314162
74	10.3839793284956	-0.802556012121888
75	-12.7221865079537	-15.2026709020923
76	2.76265261869971	4.23336483032659
77	-12.0378819242087	-13.3566408111834
78	0.550424778438281	5.40733608849405
79	8.76443083741798	8.13467456647076
80	7.55180773685244	6.16157438076664
81	2.81399439808312	2.38727939082927
82	13.9596881665321	-2.90352640037783
83	2.21890945237849	5.19597929554357
84	13.8638982098508	-2.77483989262504
85	-11.2750833721024	-11.0948081845941
86	3.02831071961266	12.0193895987269
87	-13.8792885854381	-11.5396125316204
88	-10.2009889076627	-14.9202756899546
89	7.95794766104521	1.11253598257408
90	4.08789393869164	4.55091589825935
91	14.6040366113575	-3.77528641689143
92	-10.3749502389477	-10.8606063069996
93	14.0430542905418	-3.0090564892316
94	-0.523771768421343	1.74893046822051
95	14.311446910159	-3.37266924857627
96	-10.5379339207959	-12.4701930634056
97	-11.6946769213756	-14.5316492790157
98	3.59692018583823	11.3422243777829
99	3.34411777751189	4.48624427475427
100	-10.7145841399683	-11.5596561757005
101	1.31424742282564	4.77007273503111
102	8.27997841554287	5.90767816325444
103	-13.0752367286626	-12.5899414811952
104	-12.6154460917967	-13.6479952778894
105	-4.10312941258704	12.6141438227335
106	-3.74553670305755	12.599157254573
107	3.80964140214414	5.5568260617498
108	5.07615342080054	10.5047492747482
109	-10.1796216462712	-13.7515894006638
110	-3.79599064963162	12.4591431332306
111	-8.87360036502344	-14.4034466967011
112	-11.3825026465888	-15.7759088648455
113	-11.1697033289103	-9.7268534877861
114	-12.6093838612364	-11.291997095668
115	2.24178183713376	2.8973941377272
116	8.22313179890179	6.96648866714983
117	10.2545483450566	-0.198148306142699
118	1.66096430504633	3.59490909868136
119	-12.2356491482864	-10.2352089654209
120	2.69911661921571	2.97935763956825
121	7.91285817398137	7.21675999798769
122	-3.22126233022173	12.3062048822665
123	1.54393991644607	0.920333682956409
124	1.40207121797704	6.36009870486734
125	-12.0367937899434	-11.7277220843878
126	6.45787244232107	10.3310625883853
127	5.80925178443651	11.4483240521889
128	6.88308392986669	7.13398232568725
129	2.67236195600515	5.68174969695836
130	-10.8125401922448	-13.1129885523903
131	3.21327380758916	3.55267195227837
132	-10.6496866877013	-12.4020120982068
133	-11.8050154267738	-12.4092394845754
134	-4.82725727509115	12.6399455449731
135	-8.30230388727864	-10.0447089960949
136	-11.0722169619451	-13.1161519706755
137	13.976653387999	-2.92784445009663
138	-9.45655690392208	-13.7816267666678
139	3.5118816601801	3.90249201846052
140	3.42394787710484	3.72703234924085
141	-14.1552432604668	-13.1049379270825
142	-13.3336320561678	-14.1714893281462
143	-11.3858002655768	-13.3995126423918
144	-11.7886367644841	-13.2062132080267
145	-11.1404693187887	-12.1473029922965
146	3.46647485814329	6.57048032020249
147	-10.3570962219797	-12.8506012846572
148	7.6945644134818	8.02504772322907
149	-9.90199154088101	-9.30187574544244
150	6.04695940284735	10.9231323816639
151	-13.8789978364969	-9.84067321127384
