V1	V2
1	4.97792234113827	-11.8913133753744
2	6.7135712442776	-2.92502528325951
3	-8.9368451468787	-5.69798532266446
4	0.431868767013686	-1.97882415037612
5	-1.28359857498096	-3.85500351271551
6	4.8692930635045	-0.54689270234581
7	6.21152660368456	-12.3999770906901
8	-6.95365014958561	-2.19264961831361
9	9.27633036547463	-5.47788381889118
10	4.45315810382434	-11.9766144900606
11	8.18151675699698	-5.43597518689439
12	9.88571255290614	-5.41848885737813
13	4.67066107113465	-11.5739078912279
14	4.55540040298634	-13.5237581499719
15	5.96693889883413	-8.94250842149707
16	15.3448760473582	-9.10806406759516
17	7.44421869988789	-4.36135246975488
18	-5.64330934636124	-3.81877759010305
19	1.65639031379702	-13.8133689486194
20	4.88335691021878	-10.5209865935358
21	3.20503271510691	-12.3375277051332
22	8.84471866451328	-11.8776643610817
23	4.93327958672557	-12.8260431401761
24	-7.3213611346088	14.3925959114661
25	-5.88571280211523	14.6637958619252
26	9.80882302424648	-5.40719417023419
27	3.27161234355527	-10.2226636098007
28	1.32137196097836	-3.86552633622965
29	-8.37474495018921	-5.06622736967547
30	7.03793765902584	-10.975510399079
31	8.71203209312691	-11.7658174211356
32	-7.68031921467718	-3.40286152831654
33	5.18808522966166	0.239931196121759
34	8.48682357628227	-4.85362593400681
35	-7.05022873448594	-3.07319397475326
36	2.82030055579741	-10.0290890974261
37	8.04006003821327	-5.33098026906716
38	0.0351090230133111	-2.99380688542138
39	-9.43383261945071	-2.66533922744722
40	-8.48461294673614	-4.33206345247534
41	-7.91727972908082	-3.84942665559472
42	-9.87359017697771	-5.28423420482172
43	-7.50194887127069	-6.25253001088655
44	-9.5868102982122	-3.8775798119135
45	6.90973014038901	-10.4171597442318
46	4.77957173876703	-0.497327175568564
47	4.67820346508536	-9.66434259609222
48	4.32809733996579	-8.40987049053203
49	-8.60599241809574	-6.20872989814706
50	3.80065659676325	-11.0275839191301
51	4.17097866874939	-10.0349544015527
52	-5.96246993881212	17.4568038996761
53	1.70361925820219	-7.40510493719876
54	-6.61439558629783	15.3030592742984
55	4.18044465742297	-8.27761006191447
56	-5.38404133022651	17.9079663863151
57	-7.71163655972072	15.8114925804923
58	-4.62885356379153	16.249803050269
59	10.0291290597535	-5.29312607520561
60	8.11396909398025	-11.2516647584693
61	5.28043635579157	-8.52334176169949
62	-8.06115378474407	-2.64476308714642
63	5.36572640162899	-9.56751115533345
64	4.30382046365372	-11.1456470067554
65	14.2871617176848	-8.07870278578414
66	4.06993968243588	-8.84918322394184
67	5.44903815368951	-10.110437432698
68	-3.31430154214147	20.2806310763372
69	-9.71839489623858	-6.71096141430676
70	-5.81315743974492	16.6882417354299
71	4.87547583715398	-11.4783781409647
72	-6.54237097196326	16.9578175750711
73	-7.98982684626265	-3.63184365310734
74	10.5874685464993	-5.19872557658649
75	-7.81106012865467	17.3131710926338
76	0.725111024333285	-9.46768006527429
77	-7.43060667245127	18.7571154028095
78	-2.18362819530636	-9.94253682099046
